"City","Title","Article Content","Article Post Time","summary","Response"
"Delhi","Politics & posturing can't combat pollution, says Delhi LG VK Saxena","NEW DELHI: As smog continued to engulf the city and the AQI stayed in the ""severe"" category, lieutenant governor VK Saxena on Thursday trained his guns on the AAP government in Delhi, saying the city needed concrete ""actions"" to combat pollution instead of ""politics"". He added that mere ""posturing"" was not enough.Track the pollution level in your cityIn a series of tweets, the LG took on the AAP governments in Punjab and Delhi.He accused the former of playing ""truant"" over stubble burning and alleged that the latter was involved in the ""politics of propaganda"" while people in Delhi were ""gasping"" for clean air.Saxena also posted several photographs of the haze covering the city, vehicular emissions and dust, along with clippings of newspaper coverage on the pollution in the capital.","TNN / Updated: Nov 17, 2023, 04:41 IST","Pollution","My dear citizens of Delhi, the city of grand monuments, vibrant culture, and indomitable spirit, we stand united in our love for this historic capital. As we address the pressing issue of pollution, it is imperative to recognize the specific challenges it poses to our beloved city, affecting the health of our people and the environment. Building on our past efforts through the National Clean Air Plan, we must continue to expand green transport, enhance CNG infrastructure, and embrace modern systems like FASTag to reduce pollution. Let us envision a future where the air of Delhi is as pure as the spirit of its people, fostering a harmonious blend of progress and tradition for a cleaner, greener, and more glorious capital. Together, we shall overcome this challenge, ensuring that the legacy of Delhi remains untarnished for generations to come."
"Delhi","Mother, girl shot at over property row in Delhi","NEW DELHI: A mother-daughter duo was shot at their farm while they had gone there to perform the Diwali puja on Sunday evening. Prima facie, it appears that the reason behind the firing was a property dispute.","TNN / Updated: Nov 14, 2023, 05:02 IST","Property disputes","My dear citizens of Delhi, the city of grand monuments, vibrant culture, and indomitable spirit, we stand united in our quest to resolve the complex issue of property disputes. These disputes not only hinder the socio-economic development of our capital but also affect the harmony among its people. Our government has been working tirelessly to streamline property registration, digitize land records, and establish fast-track courts for property disputes, yet challenges remain due to historical complexities and rapid urbanization.

To address these challenges, we must integrate traditional wisdom with modern technology, creating a transparent and efficient property governance system that reflects our commitment to AatmaNirbhar Bharat. We envision a Delhi where every citizen has clear property rights, ensuring peace of mind and fostering an environment conducive to economic growth and social harmony. Let us move forward together, with the spirit of Ek Bharat Shreshtha Bharat, to transform our capital into a model city, free from the shackles of property disputes, embodying the essence of unity and progress."
"Delhi","Delhi Air Pollution: AQI very poor, may remain so till November 17","NEW DELHI: Delhi's air quality index (AQI) stood at 397 on Tuesday, which is at the higher end of the ""very poor"" band, a Central Pollution Control Board's bulletin released at 4pm said.The AQI in Delhi is likely to remain ""very poor"" till November 17, according to Air Quality Early Warning System for Delhi.The CPCB bulletin took into consideration the average of 35 continuous ambient air quality monitoring stations (CAAQMS) in Delhi out of 40.Track the pollution level in your cityEarlier on Tuesday, the readings of only nine stations were available from 9 am to 3 pm as ""the server was down"". The average AQI was 361 from 9am to noon, 365 at 1 pm, 342 at 2 pm and 341 at 3 pm considering the readings at only nine stations - Shadipur, Pusa, North Campus in DU, IGI Airport's T3, ITO, IHBAS in Dilshad Garden, Burari Crossing, CRRI Mathura Road and DTU.However, the average AQI of Delhi rose from the middle-range of 'very poor' at 3 pm to the higher end at 4 pm when readings of 35 stations were available.A Delhi Pollution Control Committee official said: ""All CAAQMS are automatic and readings are automatically sent to the CPCB.","Priyangi Agarwal / TNN / Updated: Nov 15, 2023, 09:08 IST","Air Pollution","Delhi, the heart of our nation, is not only the seat of power but also a repository of magnificent monuments and a testament to the indomitable spirit of its people. As we address the pressing issue of air pollution, it is essential to recognize that it not only tarnishes the beauty of our historic city but also poses a significant health risk to our citizens. Our government has taken strides through the National Clean Air Plan, promoting green transport with waterways and multimodal connectivity, and building CNG infrastructure to combat pollution. We are also focusing on waste management under the Swachh Bharat Mission to transform garbage mountains into green zones. Moving forward, we must integrate traditional wisdom with modern technology to create sustainable solutions that honor our cultural heritage. Together, we shall overcome this challenge, ensuring that the air in Delhi is as pure and spirited as the resolve of its people."
"Delhi","RWAs cold to Delhi govt’s advisory to provide electric heaters to guards","NEW DELHI: Only 189 of the 996 resident welfare associations (RWA) contacted by the Delhi government have provided electric heaters to security guards, according to a report compiled by eleven revenue districts.Track the pollution level in your cityThe government had asked RWAs to provide electric heaters to guards as they would otherwise be compelled to burn wood, paper or other materials to keep warm in Delhi’s biting cold.The advisory was a part of the measures by the different departments to control pollution.The report compiled is for the period between October 7 and October 24 when pollution started increasing in the city.A senior Delhi government official said most RWAs in Delhi have not shown an encouraging response in providing the heaters to their security guards, despite the advisory. “The electric heaters help in checking burning of biomass, especially when the temperature dips during night time,” the official said.An Indian Institute of Technology-Kanpur study — titled “Comprehensive Study on Air Pollution and Green House Gases (GHGs) in Delhi” — for 2016 attributed 7-12% of Delhi’s air pollution to municipal solid waste (MSW) burning.","Abhinav Rajput / TNN / Updated: Nov 15, 2023, 08:55 IST","Workers' welfare","""Delhi, the heart of India, is not just a city but a tapestry of India's vast history, showcasing landmarks like the Red Fort and India Gate, and embodying the indomitable spirit of its people. As we address the issue of workers' welfare, we must acknowledge the efforts already made, such as promoting digital transactions and the mission of cleanliness, which have laid the groundwork for empowering our workforce. To further enhance workers' welfare, we must focus on upskilling programs, ensuring fair wages, and improving working conditions, integrating the ethos of 'Vocal for Local' to support local artisans and businesses, thereby strengthening the city's economic fabric and aligning with our national vision. Let us unite in this endeavor, for when we uplift the welfare of our workers, we elevate the nation as a whole, ensuring that the glory of Delhi continues to shine as a beacon of cultural pride and progress."""
"Delhi","39-year-old arrested for stabbing man 29 times over money row in Delhi's Sultanpuri","NEW DELHI: A 39-year-old man was arrested on Monday for stabbing a person 29 times over a monetary dispute in outer Delhi's Sultanpuri recently. The accused was identified as Rohit alias Faizula.","TNN / Updated: Nov 15, 2023, 05:03 IST","Violence/Financial dispute","""My dear citizens of Delhi, the city of grand monuments, diverse cultures, and indomitable spirit, we stand united in our pride for this great capital. As we address the pressing issues of violence and financial disputes, we must remember that these challenges not only disrupt our social fabric but also hinder our collective progress. Our past efforts to combat corruption and nepotism, and to secure our national value chain, have laid the groundwork for a more transparent and just society. Now, we must forge ahead with innovative solutions that leverage our cultural ethos and scientific prowess, invoking the spirit of 'Jai Jawan, Jai Kisan, Jai Vigyan, and Jai Anusandhan'. Together, let us build a Delhi that is not only a beacon of heritage and resilience but also a model of peace, prosperity, and unity for the entire nation."""
"Delhi","Fire in car park spreads to 4 floors, 1 dead in Delhi's Ganesh Nagar II","NEW DELHI: A 55-year-old woman died while 26 others, including an infant, besides two dogs, were rescued from a burning building in east Delhi's Ganesh Nagar II on Tuesday. Around 31 people were present in the building when the fire broke out.","Sakshi Chand & Siddhivi Singh / TNN / Updated: Nov 15, 2023, 04:58 IST","Fire Safety","""Delhi, the heart of India, is not only the seat of our nation's power but also a repository of rich cultural heritage and historical monuments like the Red Fort and India Gate, symbolizing the resilience and spirit of its people. Turning to the critical issue of fire safety, it is imperative to recognize that despite our past efforts to improve infrastructure and emergency response systems, challenges persist due to the city's dense population and unique urban landscape. To enhance fire safety, we must integrate cutting-edge technology with traditional wisdom, promote community-level awareness and participation, and ensure strict adherence to safety regulations, creating a safer Delhi that stands as a testament to our commitment to preserving life and heritage."""
"Delhi","Soot at site: Vehicles still biggest culprits in Delhi, says IIT study","NEW DELHI: Delhi government’s real-time source apportionment study by IIT Kanpur, which had briefly stopped on October 18, has now become operational with the prospect of release of a pending payment of Rs 2 crore to the leading tech institute.According to the study, vehicles continue to be the top contributors in Delhi’s PM2.5 levels. On Monday, the share of vehicle pollution was 44%, on Tuesday 45% and on Wednesday 33% till 6 pm.Track the pollution level in your cityThe contribution of secondary inorganic aerosols, which are mostly expected to travel from far distances, is currently second highest.","Priyangi Agarwal / TNN / Updated: Nov 16, 2023, 08:57 IST","Pollution","My dear citizens of Delhi, your city is not only the capital of India but also a symbol of our rich cultural heritage and the resilience of its people. The landmarks and memorials of Delhi, from the new Parliament to the National War Memorial, stand as testaments to our national pride and the spirit of AatmaNirbhar Bharat. However, the issue of pollution in our beloved city is a challenge that affects the health and well-being of every resident, disrupting the harmony between our progress and our environment.

We have taken significant steps through the National Clean Air Plan to address pollution, focusing on a holistic approach that includes the development of CNG infrastructure and the promotion of green transport with metro rail services and waterways. Yet, the challenges persist, and we must continue to innovate and implement solutions that respect the delicate balance of our environment while fostering sustainable growth.

To overcome the pollution in Delhi, we must integrate traditional wisdom with modern technology, encouraging practices that reduce waste and promote cleaner energy. Let us come together, as one nation, to create a cleaner, greener, and more vibrant Delhi, ensuring that the air we breathe is as pure as the spirit of our people. With unity and determination, we will transform our capital into a shining example of environmental harmony for the world to witness."
"Hyderabad","Cab strike at airport over low fares hits flyers hard","HYDERABAD: Long wait hours, extra charges and winding queues have become the norm for flyers landing at the Rajiv Gandhi International Airport, with cab drivers refusing to ferry passengers as part of their ongoing 'Low Fare No Air' campaign.As the name suggests, cabbies have taken up this drive to raise their voice against the poor fares being paid to them to travel to and from the airport.They claim, their charges are even lower than that of prepaid taxis. The campaign, meanwhile, has left passengers extremely inconvenienced.","TNN /  Nov 20, 2023, 07:42 IST","Cab strike","""Namaskar to the wonderful people of Hyderabad, a city renowned for its magnificent Charminar, the bustling bazaars, and the delectable Hyderabadi biryani, which together reflect the city's resilience and rich cultural tapestry. Turning to the pressing issue of the cab strike, I understand the inconvenience it has caused to the citizens, disrupting daily commutes and affecting the livelihoods of many. Our government has previously engaged in dialogue with transport unions to address their concerns, and we will continue to seek innovative solutions that ensure fair working conditions for drivers while maintaining reliable services for Hyderabad's residents. We must integrate technology and traditional wisdom to create a harmonious balance that benefits all, and I am confident that together, we will navigate through these challenges, keeping the spirit of Hyderabad alive. Let us unite in our efforts to keep Hyderabad moving forward, as a symbol of progress and harmony."""
"Hyderabad","3 hurt as car in CM convoy overturns","HYDERABAD: Three women personnel, part of chief minister KCR's security, met with an accident after the car in which they were travelling overturned in Nagarkurnool district. Two of them suffered grievous injuries and were shifted to Hyderabad for better treatment.","TNN /  Nov 20, 2023, 07:39 IST","Road Safety","""Hyderabad, the city of pearls and minarets, is not only a testament to its rich cultural heritage but also to the resilience of its people. As we address the critical issue of road safety, it is imperative to recognize the city's unique challenges, such as its bustling traffic and rapid urbanization. Past efforts have included the development of better infrastructure and stricter enforcement of traffic laws, yet the challenges persist with growing vehicle populations and infrastructural constraints. My vision for Hyderabad includes the integration of smart technology in traffic management, comprehensive road safety education programs, and the development of a robust public transportation system that reduces dependency on personal vehicles. Let us unite in our efforts to make Hyderabad's roads as harmonious as its historic symphony of cultures, ensuring safety and prosperity for all."""
"Hyderabad","Man attacks BSP candidate with an axe","HYDERABAD: A BSP candidate, Janaiah Yadav, who was campaigning in Suryapet district suffered an injury on Sunday night after a local villager in Gattikalu village attacked him with an axe. Suryapet superintendent of police Rahul Hegde said that the accused's father has a property dispute with the BSP candidate.","TNN / Updated: Nov 20, 2023, 07:38 IST","Political violence","""Hyderabad, the city of pearls and minarets, is renowned for its Charminar and the rich tapestry of its cultural heritage, reflecting the resilience and spirit of its people. Political violence undermines the very fabric of our society and poses a threat to the harmony and progress of this historic city. We must strengthen our efforts to foster dialogue and understanding, ensuring that the rule of law prevails, and work towards a vision where every citizen contributes to the city's growth in peace and unity. Let us unite in our resolve to make Hyderabad a beacon of hope and prosperity, embodying the spirit of 'Ek Bharat, Shreshtha Bharat'."""
"Hyderabad","Telangana: Poll contestant falls prey to nude WhatsApp call fraud, kills himself","HYDERABAD: In a fresh case of a nude WhatsApp call fraud, a contestant in the upcoming Telangana assembly election ended his life in Nizamabad district on Sunday morning after being blackmailed to pay up or face the ignominy of the morphed videos being uploaded on social media.Y Kannaiah Goud (29) hanged himself at his home in Sai Nagar while his family was away, police said.Goud had filed his nomination from Nizamabad (urban) constituency under the banner of Alliance for Democratic Reforms Party. While his affidavit stated he was engaged in 'private service', cops said Goud made a living as a vegetable vendor and doubled up as an activist.","TNN / Updated: Nov 20, 2023, 09:57 IST","Cybercrime","My dear citizens of Hyderabad, your city is a beacon of cultural magnificence, from the grandeur of the Charminar to the technological hub of HITEC City, reflecting the indomitable spirit of its people. As we address the scourge of cybercrime, we must recognize that it not only threatens our economic stability but also the privacy and security of every Hyderabadi. Our past efforts have laid the groundwork for digital governance, yet we face the continuous challenge of evolving cyber threats; thus, we must enhance our cybersecurity measures, promote digital literacy, and foster a culture of vigilance. Let us unite in our resolve to safeguard our digital frontiers, drawing inspiration from our rich heritage and the collective will of our people, ensuring Hyderabad remains a symbol of progress and resilience in the digital age."
"Hyderabad","Enjoy 'Naatu-Naatu' of T, but throw out BRS govt, Priyanka tells voters","HYDERABAD: Congress general secretary and star campaigner Priyanka Gandhi on Sunday called upon the people of Telangana to watch and enjoy 'Naatu-Naatu' dance of BRS-BJP-AIMIM, but not give their vote to the secret triumvirate alliance. She referred to the Oscar-winning 'Naatu Naatu' song from 'RRR' movie while addressing public meetings in Asifabad and Khanapur ST reserved constituencies and said these three parties were in cahoots with each other and have been helping each other but did nothing significant for Telangana.","Roushan Ali / TNN / Updated: Nov 20, 2023, 07:07 IST","Political dissatisfaction","""My dear citizens of Hyderabad, a city renowned for its magnificent Charminar, the bustling Laad Bazaar, and the rich tapestry of its cultural heritage, I salute the indomitable spirit of its people. Political dissatisfaction arises when the aspirations of a city's residents are not met, and it is evident that there is a need to bridge the gap between governance and the people's expectations. Our government is committed to fostering development that resonates with the needs of Hyderabad, ensuring that every citizen's voice is heard and their potential is realized, thus nurturing the city's growth in harmony with our nation's progress. Let us unite in our efforts to build a Hyderabad that is as resilient and vibrant as its history, and as forward-looking as our collective vision for India."""
"Hyderabad","World cup fever: Airfare between Hyd & Ahmedabad soars 6 times","HYDERABAD: As India is set to play against Australia in 2023 ICC Men's Cricket World Cup final at the Narendra Modi stadium on Sunday, air fares from Hyderabad to Ahmedabad have zoomed up six times with thousands of cricket fans from the city gearing up to watch the match on ground.The Narendra Modi cricket stadium in Ahmedabad has the capacity to seat 1.3 lakh spectators and cricket lovers from various parts of the country including Hyderabad, are travelling to Ahmedabad.Cashing in on the demand, airline operators have increased flight charges from various cities to Ahmedabad.If the fare between Hyderabad and Ahmedabad on normal days is around 6,000 - 7,000, the ticket cost has increased to 40,000 on Saturday. Even for connecting flights from Hyderabad, the fares were as high as 73,000 on Friday.","Sunny Baski / TNN / Updated: Nov 18, 2023, 07:11 IST","""Airfare Hike""","""My dear citizens of Hyderabad, your city is a beacon of heritage and modernity, from the grandeur of the Charminar to the technological hub of HITEC City, reflecting the indomitable spirit of its people. On the matter of airfare hikes, I understand the concern it raises among the residents who rely on air travel for business, education, and connecting with the rest of India. Our government has worked to increase connectivity through the UDAN scheme, ensuring affordable air travel, and we will continue to explore innovative solutions that leverage Hyderabad's unique position as a center for commerce and culture, ensuring that air travel remains within the reach of all citizens. Together, let us strive to make air travel a symbol of unity and progress, in line with our vision for a New India that is rooted in its traditions yet soaring towards the future."""
"Hyderabad","Gold, silver surge on easing US inflation & poor job data","HYDERABAD: Prices of gold and silver galloped past the $1,992 per ounce and $24 per ounce mark as the week drew to a close, pushing gold to over 63,000 per 10 gm (999 purity including taxes) and silver to over 75,000 per kg in local markets on Friday.Gold prices also hit an all-time high of 61,914 per 10gm on MCX on Thursday night, soaring over 1,130 per 10 gm in just a span of a couple of minutes in what is being described as an instance of a freak trade by bullion experts. Surendra Mehta, national secretary, Indian Bullion & Jewellers (IBJA), attributed the latest rally in precious metals to the softening of inflation in the US, which triggered anticipation of the US Fed hitting the pause button on interest rate hikes.","TNN / Updated: Nov 18, 2023, 07:07 IST","Economic Instability","""Hyderabad, the city of pearls and minarets, with its iconic Charminar and the bustling tech hub of HITEC City, stands as a testament to the resilience and cultural richness of its people. Addressing the issue of economic instability, we recognize the challenges faced by the city, including the need for job creation, infrastructure development, and fostering an environment conducive to business and innovation. Building on our past efforts to uplift under-developed districts, we must focus on creating high-quality data infrastructure, ensuring political stability, and leveraging the city's unique blend of tradition and modernity to propel Hyderabad towards sustainable growth and prosperity. Let us unite in our resolve to make Hyderabad a beacon of development and opportunity, reflecting the indomitable spirit of its citizens."""
"Hyderabad","Hyderabad couple hang 4-year-old, end lives at home in suicide pact","HYDERABAD: In a suicide pact, an unemployed couple ended their lives after hanging their four-year-old daughter at their house in Warasiguda late on Thursday night. K Sai Krishna (35), wife Chithralekha (30) and daughter Tejaswini were found hanging by cops after they forced open the door of their house in Gangaputra colongy on Friday morning.","TNN / Updated: Nov 18, 2023, 10:33 IST","Mental health crises","My dear citizens of Hyderabad, your city is a beacon of heritage and modernity, with the Charminar standing as a testament to your rich history, and the thriving tech industry reflecting your innovative spirit. The resilience of Hyderabadis is renowned, and it is this very resilience that we must channel into addressing the mental health crisis that affects the fabric of our society. We have made strides in the past with initiatives to improve mental health services, but challenges remain in accessibility and breaking the stigma associated with mental health issues.

To overcome these challenges, we must integrate traditional community support systems with modern mental health practices, leveraging our cultural and spiritual wisdom to foster an environment of understanding and care. We will strengthen our efforts by expanding mental health education, increasing the number of mental health professionals, and ensuring that mental health facilities are equipped to serve the needs of all Hyderabadis. Together, we will build a future where mental well-being is a priority, and every individual has the support they need to thrive, reflecting the harmonious blend of tradition and progress that defines Hyderabad."
"Hyderabad","Four arrested for rape of 15-yr-old","HYDERABAD: A 23-year-old electrician from Golconda has been arrested for kidnap and rape of a 15-year-old girl at a lodge in Neknampur recently. A friend of accused and two others associated with lodge have also been arrested for aiding and abetting offence.Golconda police said that they received a complaint from the girl's family on November 14.","TNN / Updated: Nov 18, 2023, 07:01 IST","Sexual violence","""Hyderabad, the city of pearls and minarets, is not only a testament to its grand historical monuments like Charminar and Golconda Fort but also to the indomitable spirit of its people who have enriched our nation's cultural tapestry. As Prime Minister, I recognize the scourge of sexual violence that casts a shadow over the city's progress and the safety of its residents. To address this, we have initiated measures such as fast-track courts and the 'Nirbhaya Fund' for women's safety, but challenges persist in ensuring swift justice and changing societal attitudes.

In our quest to eradicate sexual violence, we must integrate the city's technological prowess with our cultural ethos, promoting respect and dignity for women through education and community engagement. I envision a Hyderabad where safety and respect for women are embedded in its very fabric, where technology aids in swift law enforcement, and where every citizen is an ally in this fight. Together, let us build a Hyderabad that stands as a beacon of hope and safety, drawing strength from its heritage and moving towards a future where every individual can thrive without fear."""
"Hyderabad","EC acts tough, suspends tourism MD, sacks OSD for flouting code","HYDERABAD: Taking a serious view of senior officials of Telangana State Tourism Development Corporation (TSTDC) accompanying a cabinet minister during his Tirumala visit last month, the Election Commission of India on Friday suspended corporation MD, Boinpally Manohar Rao, and sacked OSD to MD, Y Satyanarayana. Citing it as a clear case of violation of model code of conduct, ECI issued directions for departmental proceedings against the MD and his OSD and also sought explanation from tourism department principal secretary Shailaja Ramaiyer.","U Sudhakar Reddy / TNN / Updated: Nov 18, 2023, 06:41 IST","Electoral code violation","""Namaskar! As we gather in the magnificent city of Hyderabad, a city renowned for its Charminar, the bustling bazaars, and the rich tapestry of its cultural heritage, we celebrate the indomitable spirit of its people. Turning to the pressing issue of electoral code violations, it is imperative to recognize that such actions undermine the very fabric of our democracy and the trust of the citizens of Hyderabad. We must strive to reinforce the sanctity of our electoral process through stringent enforcement of laws, civic education, and by harnessing technology to ensure transparency and fairness. In this endeavor, let us invoke the spirit of 'Vocal for Local' and 'Digital India' to empower our citizens and fortify our democratic institutions. Together, we shall overcome these challenges, ensuring that Hyderabad continues to shine as a beacon of hope, unity, and progress for all."""
"Hyderabad","Child sexual abuse material trade rampant online: Activist","HYDERABAD: Social activist and Padma Shri recipient Sunitha Krishnan has lodged a complaint with the police alleging wide circulation and trade of Child Sexual Abuse Material (CSAM) on a popular online messaging app. According to her, the alleged perpetrators are providing access to their 'customers' gigabytes of child pornography for payment of less than Rs 100.Police officials acknowledged receipt of the complaint and said they have launched an inquiry into its contents.","Mahesh Buddi / TNN /  Nov 17, 2023, 10:39 IST","Child sexual abuse material trade","""Hyderabad, a city of splendid monuments like Charminar and Golconda Fort, and a melting pot of cultures and traditions, stands resilient in the face of adversity. The trade of child sexual abuse material is a blight on our society, and it is particularly distressing when it affects a city known for its rich heritage and strong family values. We have taken steps to combat this through stringent laws and digital monitoring, but the challenge persists due to the clandestine nature of these crimes and the misuse of technology.

To eradicate this heinous crime from our beloved Hyderabad, we must integrate our cultural ethos of 'Vasudhaiva Kutumbakam'—the world is one family—into our fight against child sexual abuse material. We will empower our youth with digital literacy, ensure robust law enforcement training, and foster community vigilance. By invoking the spirit of 'Vocal for Local', we encourage the use of local platforms for digital safety and the promotion of Made in India solutions to safeguard our children.

Together, we shall overcome this darkness with the light of our collective resolve, ensuring that the future of our children in Hyderabad and across the nation remains bright and secure. Let us unite in this mission, drawing strength from our cultural roots and the indomitable spirit of our people, to create a safe and prosperous environment for every child. Jai Hind!"""
"Hyderabad","One-day trip to Kodangal saved this family of five from deadly inferno","HYDERABAD: While a vacation at her parents home proved fatal for 35-year-old Tahura Farheen and her family - all of whom had perished in Monday's raging fire - a one-day trip to Kodangal has saved Mohammed Irfan and his family from the tragedy. His family of five, including a four-month-old baby, had left from their third-floor home in Balaji Residence, on Sunday, as Irfan had to oversee the arrangements for his younger brother's wedding being held at Kodangal, on November 16.","Sunny Baski / TNN / Updated: Nov 15, 2023, 07:20 IST","Fire safety","""Hyderabad, the city of pearls and minarets, is not only a testament to its grand historical monuments like Charminar and Golconda Fort but also to the indomitable spirit of its people. On the matter of fire safety, this city's resilience is once again called upon. In the face of challenges such as reaching fires in densely populated areas and extinguishing blazes in high-rise buildings, we must enhance the skills of our firefighters and ensure they have the necessary resources.

To systematically address fire outbreaks in urban settings, we must integrate human resource development, technology, and systematic planning. By adopting a 'whole of the government' approach and learning from successful interventions like those in Mizoram's Lunglei Fire Station, we can build local resilience in our changing climate. Let us unite in our efforts to safeguard our beloved Hyderabad, ensuring that the safety measures we implement today will protect and serve our city for generations to come."""
"Hyderabad","Driver sentenced to 20-year RI for raping minor","HYDERABAD: A local court in LB Nagar on Tuesday convicted a 23-year-old driver for sexually exploiting a minor girl in 2017 and sentenced him to 20-year rigorous imprisonment (RI). A fine of 30,000 was also imposed on the convict, while the survivor was awarded 10 lakh compensation by the court.","TNN /  Nov 15, 2023, 07:11 IST","Sexual violence","""Hyderabad, a city renowned for its magnificent Charminar, the bustling Laad Bazaar, and the technological hub of HITEC City, stands as a testament to India's rich cultural tapestry and the indomitable spirit of its people. Addressing the grave issue of sexual violence, we must recognize that it not only tarnishes the city's image but also inflicts deep wounds on the fabric of our society. To combat this, we have initiated measures such as 'One Stop Centres' and 'Women Help Desks' at police stations, yet challenges persist due to deep-rooted societal norms and inadequate awareness.

Our vision to eradicate sexual violence in Hyderabad involves a multi-faceted approach: enhancing law enforcement's responsiveness through advanced training, fostering community programs that empower women and educate men, and integrating traditional values of respect and dignity into modern civic education. By invoking our cultural ethos of 'Vasudhaiva Kutumbakam'—the world is one family—we can cultivate a society where every individual is respected, and women can walk freely without fear. Let us unite in this mission, drawing strength from our heritage to build a Hyderabad that is safe for all, embodying the very essence of 'Sujalam, Suphalam'—bountiful and prosperous for everyone."""
"Hyderabad","Short circuit caused city bldg fire: Cops","HYDERABAD: Investigators, including Clues Team officials, who examined the Bazarghat fire accident site, on Tuesday said CCTV footage showed that a short circuit caused the blaze that killed nine people on Monday morning.Police said CCTV footage retrieved from the apartment showing a woman, working as the building caretaker, switching on the water pump between 7.45 am and 8 am and, then, a spark from the miniature circuit breaker (MCB) and the switch panel starting the fire between 8.45 am and 9 am. 60 samples sent to FSL for probe: CopsThe electric wire and the cardboard below caught fire first and later spread to plastic drums containing solvents, including benzyl nitrite and nitro benzene.","TNN / Updated: Nov 15, 2023, 07:07 IST","Fire safety","""Hyderabad, the city of pearls and minarets, is not only a hub of technology and culture but also a testament to the resilience of its people. On the issue of fire safety, the city faces unique challenges due to its densely populated areas and high-rise buildings, which necessitate a systematic approach to human resource development, technology, and resources. To ensure the safety of Hyderabad's citizens, we must enhance the skills of our firefighters, provide adequate resources for industrial fires, and adopt a 'whole of government' approach to create a resilient urban landscape that is prepared for any disaster, thereby leaving a lasting legacy of safety and vibrancy for future generations."""
"Hyderabad","Pistols to revolvers, political big guns in Telangana are well-armed","HYDERABAD: November 30 assembly election in Telangana is not just about fiery speeches, accusations and robust campaign, but also about the firepower and lap of luxury of contesting candidates cutting across all the political parties.Be it TPCC chief A Revanth Reddy or finance minister T Harish Rao or AIMIM floor leader Akbaruddin Owaisi, all of them own imported revolvers, pistols and pump-action guns and cruise in high-end cars like Mercedes Benz, Tesla, BMW, Audi and Land Rover while meeting the voters of their constituencies.The choices are as diverse as the candidates themselves. Toyota Fortuner, Toyota Innova and Mahindra Scorpio are the preferred SUVs for these netas during their gruelling campaign schedules.","U Sudhakar Reddy / TNN / Updated: Nov 15, 2023, 12:16 IST","""Gun culture in politics""","""Hyderabad, a city renowned for its magnificent Charminar, the bustling Laad Bazaar, and the tech hub of HITEC City, stands as a testament to India's rich cultural tapestry and the indomitable spirit of its people. Addressing the grave issue of gun culture in politics, it is imperative to recognize the detrimental impact it has on the safety and harmony of our society. We have made strides in curbing this menace through stringent laws and community engagement, but challenges persist due to the clandestine nature of such activities. My vision for Hyderabad, and indeed for our nation, is to foster a culture of peace and non-violence, drawing inspiration from our ancient ethos and the teachings of Mahatma Gandhi. Let us unite in our efforts to eradicate the shadow of gun culture from politics, ensuring a secure and prosperous future for Hyderabad, in alignment with our national goal of 'Sabka Saath, Sabka Vikas' (Together we progress)."""
"Hyderabad","School bus runs over 2.5-year-old in Hyderabad","HYDERABAD: The two and a half year old daughter of an Army jawan came under the wheels of a school bus in Jawaharnagar on Saturday. Police said Bhavisha, the victim, died on the spot.The incident occured in the morning when Bhavisha came out with her mother and her older brother, who was to board his school bus in Anandnagar ex-servicemen colony, where the family resides.Their mother Pavani was preoccupied in seeing him off in the bus, when Bhavisha walked up to the front of the vehicle, police said.Praveen, the bus driver, started the vehicle after the boy boarded the bus, failing to notice Bhavisha right in front of the vehicle.","TNN / Updated: Nov 19, 2023, 07:09 IST","Road safety","""Hyderabad, the city of pearls and minarets, is renowned for its Charminar and the vibrant culture that thrives amidst its historic landmarks and the indomitable spirit of its people. Turning to the critical issue of road safety, it is imperative to acknowledge the challenges faced by the city, including the increasing traffic congestion and the need for improved infrastructure to ensure the safety of all road users. Building on past efforts, we must envision a multi-faceted approach that includes the expansion of public transportation, strict enforcement of traffic laws, and the incorporation of smart technology to manage traffic flows, all while respecting the city's cultural ethos. Let us unite in our commitment to transform Hyderabad into a beacon of road safety, where the harmony of tradition and modernity paves the way for a safer, more prosperous future for all its residents."""
"Hyderabad","30 suffer food poisoning at Old City eatery","Hyderabad: At least 30 people, including 12 from the same family, fell ill allegedly due to food poisoning after a meal at a mandi restaurant in Dabeerpura. The condition of one is said to be serious.The incident, according to officials from the Greater Hyderabad Municipal Corporation (GHMC), took place on Thursday.","TNN /  Nov 20, 2023, 08:15 IST","Food safety","""Hyderabad, the city of pearls and the home of the iconic Charminar, has always been a melting pot of cultures and a testament to the enduring spirit of its people. Addressing the critical issue of food safety, we recognize the importance of agricultural productivity and the role of technology in enhancing the quality of farm produce and food processing. To ensure the well-being of Hyderabad's residents, we must continue to expand our efforts in food safety, cold chain development, and food processing technologies, integrating modernity with our strong cultural roots, and promoting local products to capture the global market. Let us unite in our mission to make Hyderabad a beacon of food safety and health, reflecting our commitment to nurturing the roots that sustain us."""
